name,ID,quote,speaker_id,recipient_id
Munda,Munda,"Took that Ryk to husband, if you believe it. Boy's got more cock than sense, you ask me, but he treats her well enough. I told him if he ever hurt her, I'd yank his member off and beat him bloody with it.",Tormund,Jon_Snow
Murenmure,Murenmure,"Aeron: I must pray on this. Murenmure: Pray all you wish. It does not change the law. Theon_Greyjoy is the rightful heir, and Asha_Greyjoy next. Aeron: Silence! Too long have the ironborn listened to you chain-neck maesters prating of the green lands and their laws. It is time we listened to the sea again. It is time we listened to the voice of god.",Aeron_Greyjoy,
Murmison,Murmison,"Septon Murmison's prayers worked miracles, but as Hand he soon had the whole realm praying for his death.",Pylos,Davos_Seaworth
Mushroom,Mushroom,"What did Viserys_I_Targaryen ever have that Rhaenys_Targaryen_(daughter_of_Aemon) did not? A little sausage? Is that all it takes to be a king? Let Mushroom rule, then. My sausage is thrice the size of his.",Jaehaerys_I_Targaryen,
Mushroom,Mushroom,"Only I could lighten Rhaenyra_Targaryen heart. In this dark hour, I became the queen's counselor, setting aside my fool's sceptre and pointed hat to lend her all my wisdom and compassion. Unbeknownst to all, it was the jester who ruled them now, an invisible king in motley.",,
Mushroom,Mushroom,"Joffrey: Mother, what if they kill Tyraxes? Rhaenyra: They are vermin. Drunks and fools and gutter rats. One taste of dragonflame and they will run. Mushroom: Drunks they may be, but a drunken man knows not fear. Fools, aye, but a fool can kill a king. Rats, that too, but a thousand rats can bring down a bear. I saw it happen once, down there in Flea Bottom.",Joffrey_Velaryon,Rhaenyra_Targaryen
Mushroom,Mushroom,"I was myself tempted to return to my cask of flour, but thankfully I proved too small for Cregan_Stark to notice.",,
Mushroom,Mushroom,"I do confess that I was tempted. In Westeros my wit is wasted capering for Aegon_III_Targaryen, but in Braavos they would love me… too well, I fear. Every courtesan would want me, and soon or late some bravo would take umbrage at the size of my member and prick me with his little pointy dwarf-skewer. So back to the Red Keep Mushroom scurried, and more fool me.",,
Mushroom,Mushroom,"I mean to give the smallfolk peace and food and justice. If that will not suffice to win their love, let Mushroom make a progress.",Aegon_III_Targaryen,Torrhen_Manderly
Mya Stone,Mya_Stone,"I promise you, my lady, no harm will come to you. It would be my honor to take you up. I've made the dark climb a hundred times. Mychel_Redfort says my father must have been a goat.",Catelyn_Stark,
Mya Stone,Mya_Stone,Mychel_Redfort says I have the eyes of the owl.,Catelyn_Stark,
Mya Stone,Mya_Stone,"Mya: My lord, will you ride down with me? Robert: I just want Sansa_Stark. You smell all stinky, like a mule. Mya: As you wish.",Robert_Arryn,
Mya Stone,Mya_Stone,"Alayne: You almost fell. Mya: You're mistaken. I never fall. Alayne: Almost, I said. I saw you. Weren't you afraid? Mya: I remember a man throwing me in the air when I was very little. He stands as tall as the sky, and he throws me up so high it feels as though I'm flying. We're both laughing, laughing so much that I can hardly catch a breath, and finally I laugh so hard I wet myself, but that only makes him laugh the louder. I was never afraid when he was throwing me. I knew that he would always be there to catch me. Then one day he wasn't. Men come and go. They lie, or die, or leave you. A mountain is not a man, though, and stone is a mountain's daughter. I trust my father, and I trust my mules. I won't fall. Best finish. We have a long way yet to go, and I can smell a storm.",Sansa_Stark,
Mya Stone,Mya_Stone,"Mya's a clever girl, and if she vows she will bring you safely to the Lady Lysa_Arryn, I believe her. She has not failed me yet.",Nestor_Royce,Catelyn_Stark
Mya Stone,Mya_Stone,"Alayne: Mya Stone is waiting down at Sky, and she'll be hurt if you go to sleep on her. You know how much she loves you. Robert: I don't love her. She's just the mule girl.",Sansa_Stark,Robert_Arryn
Mya Stone,Mya_Stone,"Mya's eyes were her best feature, big and blue. She could be pretty, if she would dress up like a girl. Alayne found herself wondering whether Ser Lothor_Brune liked her best in her iron and leather, or dreamed of her gowned in lace and silk. Mya liked to say that her father had been a goat and her mother an owl, but Alayne had gotten Robert_I_Baratheon from Maddy. Yes, she thought, looking at her now, those are his eyes, and she has his hair too, the thick black hair he shared with Renly_Baratheon.",Sansa_Stark,
Mya Stone,Mya_Stone,"Alayne: Ser Lothor_Brune is fond of her. More than fond. Myranda: Lothor Brune? Does she know? He has no hope, poor man. Nestor_Royce tried to make a match for Mya, but she'll have none of them. She is half mule, that one. Alayne: Do you think Ser Lothor likes her as she is, in mail and leather? Or does he dream of her draped in silks and velvets? Myranda: He's a man. He dreams of her naked.",Sansa_Stark,Myranda_Royce
Mya Stone,Mya_Stone,"No one in the Vale was better at handling a mule, but Lordling were another matter.",Sansa_Stark,
Mya Stone's mother,Mya_Stone's_mother,"My mother says that hundreds of years ago, this was where the snow began. It was always white above here, and the ice never melted. I can't remember ever seeing snow this far down the mountain, but maybe it was that way once, in the olden times.",Mya_Stone,Catelyn_Stark
Mychel Redfort,Mychel_Redfort,"Catelyn: You mentioned Mychel before. Mya: Mychel's my love. Mychel Redfort. He's squire to Ser Lyn_Corbray. We're to wed as soon as he becomes a knight, next year or the year after.",Catelyn_Stark,Mya_Stone
Mychel Redfort,Mychel_Redfort,"His love she might be, but no Redfort would ever wed a bastard. His family would arrange a more suitable match for him, to a Corbray or a Waynwood or a Royce, or perhaps a daughter of some greater house outside the Vale. If Mychel Redfort laid with Mya_Stone at all, it would be on the wrong side of the sheet.",Catelyn_Stark,
Mychel Redfort,Mychel_Redfort,"Mychel Redfort was the one. He used to be Lyn_Corbray's squire. A real squire, not like that loutish lad Ser Lyn's got squiring for him now. He only took that one on for coin, they say. Mychel was the best young swordsman in the Vale, and gallant ... or so poor Mya_Stone thought, till he wed Ysilla_Royce. Lord Horton_Redfort gave him no choice in the matter, I am sure, but it was still a cruel thing to do to Mya.",Myranda_Royce,Sansa_Stark
Myles Smallwood,Myles_Smallwood,"I was made to sit a horse, not a cushion.",,
Myles Smallwood,Myles_Smallwood,"Lord Butterwell_(Hand_of_the_King) was renowned for wit, Myles Smallwood for courage, Ser Otto_Hightower for learning, yet they failed as Hands, every one.",Pylos,Davos_Seaworth
Myles Toyne,Myles_Toyne,"A captain-general should be feared, by friend and foe alike. If men think me cruel, so much the better.",Jon_Connington,
Myles Toyne,Myles_Toyne,"Jon: Tywin_Lannister himself could have done no more. Myles: There is where you're wrong. Lord Tywin would not have bothered with a search. He would have burned that town and every living creature in it. Men and boys, babes at the breast, noble knights and holy septons, pigs and whores, rats and rebels, he would have burned them all. When the fires guttered out and only ash and cinders remained, he would have sent his men in to find the bones of Robert Baratheon. Later, when Eddard_Stark and Hoster_Tully turned up with their host, he would have offered pardons to the both of them, and they would have accepted and turned for home with their tails between their legs.",Jon_Connington,
Myles Toyne,Myles_Toyne,"In life, Ser Myles Toyne had been ugly as sin. His famous forebear, the dark and dashing Terrence_Toyne of whom the singers sang, had been so fair of face that even Aegon_IV_Targaryen Bethany_Bracken could not resist him; but Myles had been possessed of jug ears, a crooked jaw, and the biggest nose that Jon Connington had ever seen. When he smiled at you, though, none of that mattered.",Jon_Connington,
Myles Toyne,Myles_Toyne,"Soldier to the bone, Toyne was fierce but always fair, a father to his men and always generous to the exile lord Jon_Connington.",Jon_Connington,
Myranda Royce,Myranda_Royce,"I do need another husband. I had one once, but I killed him.",,
Myranda Royce,Myranda_Royce,"Alayne: That must have been dreadful, my lady. Him dying. There, I mean, whilst... whilst he was... Myranda: ...fucking me? It was disconcerting, certainly. Not to mention discourteous. He did not even have the common decency to plant a child in me. Old men have weak seed. So here I am, a widow, but scarce used.",,
Myranda Royce,Myranda_Royce,Harrold_Hardyng could have done much worse. I daresay that he will.,,
Myrcella Baratheon,Myrcella_Baratheon,Joffrey: Don't be childish. Myrcella: We're children. We're supposed to be childish.,Joffrey_Baratheon,
Myrcella Baratheon,Myrcella_Baratheon,"She had all of Cersei_Lannister's beauty, and none of her nature.",Tyrion_Lannister,
Myrcella Baratheon,Myrcella_Baratheon,"Sansa: A royal wheelhouse is no place for Nymeria_(direwolf). And Princess Myrcella is afraid of them, you know that. Arya: Myrcella is a little baby.",Sansa_Stark,Arya_Stark
Myrcella Baratheon,Myrcella_Baratheon,"She is so pretty, don't you think? I wish that I had curls like hers. She was made to be a queen, just like Cersei_Lannister.",Tyene_Sand,Doran_Martell
Myrcella Baratheon,Myrcella_Baratheon,I love Myrcella as a daughter.,Arys_Oakheart,Arianne_Martell
Myrcella Baratheon,Myrcella_Baratheon,"The truth was, the princess was braver than Tommen_Baratheon, and brighter and more confident as well. Her wits were quicker, her courtesies more polished. Nothing daunted her, not even Joffrey_Baratheon.",Arys_Oakheart,
Myrcella Baratheon,Myrcella_Baratheon,Protect Myrcella with your life. Defend her... and her rights. Set a crown upon her head.,Arianne_Martell,Arys_Oakheart
Myrcella Baratheon,Myrcella_Baratheon,"Ser Arys_Oakheart was still dead, and Myrcella... I never wanted that, never. I meant the girl no harm. All I wanted was for her to be a queen. If we had not been betrayed...",Arianne_Martell,
Myrcella Baratheon,Myrcella_Baratheon,"Tyrion: My niece Myrcella is in Dorne, as it happens. And I have half a mind to make her a queen. Illyrio: What has this poor child done to you that you would wish her dead? Tyrion: Even a kinslayer is not required to slay all his kin. Queen her, I said. Not kill her. Illyrio: In Volantis they use a coin with a crown on one face and a death's-head on the other. Yet it is the same coin. To queen her is to kill her. Dorne might rise for Myrcella, but Dorne alone is not enough. If you are as clever as Varys insists, you know this.",Tyrion_Lannister,Illyrio_Mopatis
Myriah Martell,Myriah_Martell,It's said Baelor_Targaryen_(son_of_Daeron_II) favors his mother. She was a Dornish princess.,Aegon_V_Targaryen,Duncan_the_Tall
Myriah Martell,Myriah_Martell,"You can know a man by his friends, Egg. Daeron_II_Targaryen surrounded himself with maesters, septons, and singers. Always there were women whispering in his ear, and his court was full of Dornishmen. How not, when he had taken a Dornishwoman into his bed, and sold Daenerys_Targaryen_(daughter_of_Aegon_IV) to Maron_Martell, though it was Daemon_I_Blackfyre that she loved? Daeron bore the same name as Daeron_I_Targaryen, but when his Dornish wife gave him a son he named the child Baelor_Targaryen_(son_of_Daeron_II), after Baelor_I_Targaryen who ever sat the Iron Throne.",Eustace_Osgrey,
Mysaria,Mysaria,"He also gave up a description of the whore he claimed had hired them: an older woman, foreign by her talk, cloaked and hooded, very pale. The other harlots called her Misery.",Gyldayn,
Mysaria,Mysaria,"Let Daemon_Targaryen slake his hungers where he will, and we shall do the same.",Rhaenyra_Targaryen,
Naerys Targaryen,Naerys_Targaryen,"Naerys: I have done my duty by you, and given you an Daeron_II_Targaryen. I beg you, let us live henceforth as brother and sister.Aegon: That is what we are doing.",Aegon_IV_Targaryen,
Naerys Targaryen,Naerys_Targaryen,I love Joffrey_Baratheon as much as Queen Naerys loved Prince Aemon the Dragonknight.,Sansa_Stark,Eddard_Stark
Naerys Targaryen,Naerys_Targaryen,"Arianne: And the Aemon_Targaryen_(son_of_Viserys_II)? The noblest knight who ever lived, you said, and he took his queen to bed and got her with child. Arys: I will not believe that. The tale of Prince Aemon's treason with Queen Naerys was only that, a tale, a lie his Aegon_IV_Targaryen told when he wished to set his Daeron_II_Targaryen aside in favor of his Daemon_I_Blackfyre.",Arianne_Martell,Arys_Oakheart
Naerys Targaryen,Naerys_Targaryen,"Why, every child in Westeros knows how Prince Aemon the Dragonknight championed his sister Queen Naerys against Ser Morgil_Hastwyck[sic] accusations.",Cersei_Lannister,
Nan,Nan,"Bran: I hate your stupid stories. Old Nan: My stories? No, my little lord, not mine. The stories are, before me and after me, before you too. Bran: I don't care whose stories they are, I hate them. Old Nan: I know a story about a boy who hated stories.",Bran_Stark,
Nan,Nan,"Bran: My favorites were the scary ones. Old Nan: Oh, my sweet summer child, what do you know of fear?",Bran_Stark,
Nan,Nan,"Fear is for the winter, my little lord, when the snows fall a hundred feet deep and the ice wind comes howling out of the north. Fear is for the long night, when the sun hides its face for years at a time, and little children are born and live and die all in darkness while the direwolves grow gaunt and hungry, and the white walkers move through the woods.",Bran_Stark,
Nan,Nan,"Stories wait, my little lord, and when you come back to them, why, there they are. Visitors are not so patient, and ofttimes they bring stories of their own.",Bran_Stark,
Nan,Nan,"Dragons. It be dragons, boy.",Bran_Stark,
Nan,Nan,"Beyond the gates the monsters live, and the giants and the ghouls, but they cannot pass so long as the Wall stands strong. So go to sleep, my little Brandon, my baby boy. You needn't fear. There are no monsters here.",Bran_Stark,
Nan,Nan,"Beyond the Wall the monsters live, the giants and the ghouls, the stalking shadows and the dead that walk, but they cannot pass so long as the Wall stands strong and the men of the Night's Watch are true. So go to sleep, my little Brandon, my baby boy, and dream sweet dreams. There are no monsters here.",Bran_Stark,
Nan,Nan,"She had lived so long, Catelyn_Stark had told him once, that all the Brandon Starks had become one person in her head.",Bran_Stark,
Nan,Nan,"Bran: Do you think the ironmen killed her? She never hurt no one, not even Theon_Greyjoy. She just told stories. Theon wouldn't hurt someone like that. Would he? Jojen: Some people hurt others just because they can. Meera: And it wasn't Theon who did the killing at Winterfell. Too many of the dead were ironmen. Remember Old Nan's stories, Bran. Remember the way she told them, the sound of her voice. So long as you do that, part of her will always be alive in you.",Bran_Stark,Jojen_Reed
Nan,Nan,"Sometimes Old Nan would tell the same story she'd told before, but we never minded, if it was a good story. Old stories are like old friends, she used to say. You have to visit them from time to time.",Bran_Stark,Jojen_Reed
Narbert Grandison,Narbert_Grandison,"Jon: Wun Wun is a guest of the Night's Watch, as you are. Narbert: I had been told all the giants were dead. Jon: Almost all.",Jon_Snow,
Narbo,Narbo,"Narbo was good at picking pockets, not so good at picking whores.",Tagganaro,
Nate,Nate,"Arianne: He is twice your age. A serving man. He cleans up birdshit for the maester. Elia, what were you thinking?Elia: We were only kissing. I’m not going to marry him.",Arianne_Martell,Elia_Sand
Ned Bean,Ned_Bean,"I would have hanged him, but I am loath to waste good hempen rope on a bean.",Alyn_Velaryon,Gedmund_Peake
Nestor Royce,Nestor_Royce,"I will not say I had not hoped for this. Whilst Lord Jon_Arryn ruled the realm as Hand, it fell to me to rule the Vale for him. I did all that he required of me and asked nothing for myself. But by the gods, I earned this!",Petyr_Baelish,
Nestor Royce,Nestor_Royce,"Lysa_Arryn often called Lord Nestor a rock, though I do not think she meant it as a compliment. She called Albar_Royce a clod.",Petyr_Baelish,Sansa_Stark
Nestor Royce,Nestor_Royce,"Our rock is a Royce, which is to say he is overproud and prickly. Had I asked him his price, he would have swelled up like an angry toad at the slight upon his honor. But this way... the man is not utterly stupid, but the lies I served him were sweeter than the truth. He wants to believe that Lysa_Arryn valued him above her other bannermen. One of those others is Yohn_Royce, after all, and Nestor is very much aware that he was born of the lesser branch of House Royce. He wants more for Albar_Royce. Men of honor will do things for their children that they would never consider doing for themselves.",Petyr_Baelish,Sansa_Stark
Nettles,Nettles,A skinny brown girl on a skinny brown dragon.,Munkun,
Nettles,Nettles,"She is a common thing, with the stink of sorcery upon her. Daemon_Targaryen would ne'er lay with such a low creature. You need only look at her to know she has no drop of dragon's blood in her. It was with spells that she bound a dragon to her, and she has done the same with my lord husband.",Rhaenyra_Targaryen,
Nettles,Nettles,"The girl is but a child, however foul her treasons.",Florian_Greysteel,Manfryd_Mooton
Nettles,Nettles,"Daemon_Targaryen is more than fond of this brown child, and his dragon is close at hand. A wise lord would kill them both, lest the prince burn Maidenpool in his wroth.",Manfryd_Mooton,
Nettles,Nettles,"High above the town, Nettles turned her dragon toward the Bay of Crabs, and vanished in the morning mists, never to be seen again at court or castle.",Gyldayn,
Night's King,Night's_King,"He had been the thirteenth man to lead the Night's Watch, she said; a warrior who knew no fear. 'And that was the fault in him,' she would add, 'for all men must know fear.'",Bran_Stark,
Night's King,Night's_King,"Night's King was only a man by light of day, Old Nan would always say, but the night was his to rule.",Bran_Stark,
Night's King,Night's_King,"... in the books he is a legendary figure, akin to Lann_the_Clever and Brandon_the_Builder, and no more likely to have survived to the present day than they have.",,
Nightingale (courtesan),Nightingale_(courtesan),"If they ask who is the most beautiful woman in the world, say the Nightingale or else they'll challenge you.",Arya_Stark,Samwell_Tarly
Noho Dimittis,Noho_Dimittis,"Ser Meryn_Trant, show the noble Noho Dimittis to the door.",Cersei_Lannister,
Nolla,Nolla,"Tom: Alyn of Winterfell, Joth_Quickbow, Little_Matt and his sister Randa, Anvil_Ryn. Ser Ormond_(knight). Ser Dudley. Pate_of_Mory of Mory, Pate_of_Lancewood of Lancewood, Old_Pate, and Pate_of_Shermer's_Grove of Shermer's Grove. Blind Wyl_the_Whittler. Goodwife Maerie_(goodwife). Maerie_the_Whore. Becca_the_Baker. Ser Raymun_Darry, Lord_Darry_(father_of_Raymun), young Lyman_Darry. The Harry_Rivers. Fletcher_Will. Harsley. Goodwife Nolla— Sandor: Enough. You're making noise. These names mean nothing. Who were they? Beric: People. People great and small, young and old. Good people and bad people, who died on the points of Lannister spears or saw their bellies opened by Lannister swords.",Tom_of_Sevenstreams,Sandor_Clegane
Norbert Vance,Norbert_Vance,"Norbert: I have known Brynden_Tully since we were squires together, in service to Lord Darry. If it please my lords, let me go and speak with him and try to make him understand the hopelessness of his position. Clement: He understands that well enough. The man's not bloody stupid, Norbert. He has eyes ... and too much sense to yield to such as these.",Clement_Piper,
Notch,Notch,"Notch: Let me feather the dog a few times, discourage him some. Beric: Sandor_Clegane won his life beneath the hollow hill. I will not rob him of it.",Beric_Dondarrion,
Nute,Nute,"The strong have always taken from the weak. Thralls or slaves, it makes no matter. Their men could not defend them, so now they are ours, to do with as we will.",Victarion_Greyjoy,
Nute,Nute,"Nute: The Euron_Greyjoy sends us forth to face the longships, whilst his own men take the castles and the villages and grab all the loot and women. What has he left for us? Victarion: We have the glory. Nute: Glory is good, but gold is better.",Victarion_Greyjoy,
Nute,Nute,"Euron: And rise, Nute the Barber, Lord of Oakenshield. Nute: A lord? Victarion: Refuse him! Nute: Refuse him? Lands and lordship? Will you make me a lord?",Euron_Greyjoy,Victarion_Greyjoy
Nute,Nute,Nute the Barber can shave a man with a thrown axe from twenty yards away.,Victarion_Greyjoy,
Nute,Nute,"By raising him to Lord of Oakenshield, Euron_Greyjoy made Victarion's best man his own.",Victarion_Greyjoy,
Nymeria,Nymeria,This is a war we cannot hope to win.,Garin_the_Great,
Nymeria,Nymeria,"Our wanderings are at an end. We have found a new home, and here we shall live and die.",,
Nymeria,Nymeria,"That is Nymeria's star, burning bright, and that milky band behind her, those are ten thousand ships. She burned as bright as any man, and so shall I.",Arianne_Martell,
Nymeria,Nymeria,"Myrcella: I thought you were the Rhoynar. You Dornishmen, I mean. Arianne: We are in part, Your Grace. Nymeria's blood is in me, along with that of Mors_Martell, the Dornish lord she married. On the day they wed, Nymeria fired her ships, so her people would understand that there could be no going back.",Myrcella_Baratheon,Arianne_Martell
Nymeria,Nymeria,We will build ten thousand ships as Nymeria once did and take sail with all our people to the land beyond the sunset.,Gylbert_Farwynd,
Nymeria (direwolf),Nymeria_(direwolf),"She was no little girl in the dream; she was a wolf, huge and powerful, and when she emerged from beneath the trees in front of them and bared her teeth in a low rumbling growl, she could smell the rank stench of fear from horse and man alike.",Arya_Stark,
Nymeria (direwolf),Nymeria_(direwolf),"She dreamed of wolves most every night. A great pack of wolves, with her at the head. She was bigger than any of them, stronger, swifter, faster. She could outrun horses and outfight lions. When she bared her teeth even men would run from her, her belly was never empty long, and her fur kept her warm even when the wind was blowing cold. And her brothers and sisters were with her, many and more of them, fierce and terrible and hers. They would never leave her.",Arya_Stark,
Nymeria (direwolf),Nymeria_(direwolf),Rise. Rise and eat and run with us.,Arya_Stark,Catelyn_Stark
Nymeria (direwolf),Nymeria_(direwolf),"She had yellow eyes. When they caught the sunlight, they gleamed like two golden coins. Arya had named her after Nymeria of the Rhoyne, who had led her people across the narrow sea.",Arya_Stark,
Nymeria (direwolf),Nymeria_(direwolf),"Arya: Jory_Cassel promised not to tell. Eddard: Jory kept his word. There are some things I do not need to be told. Even a blind man could see that wolf would never have left you willingly. Arya: We had to throw rocks. I told her to run, to go be free, that I didn't want her anymore. There were other wolves for her to play with, we heard them howling, and Jory_Cassel said the woods were full of game, so she'd have deer to hunt. Only she kept following and finally we had to throw rocks. I hit her twice. She whined and looked at me and I felt so 'shamed, but it was right, wasn't it? Cersei_Lannister would have killed her. Eddard: It was right. And even the lie was ... not without honor.",Arya_Stark,Eddard_Stark
Nymeria (direwolf),Nymeria_(direwolf),"There's this great pack, hundreds of them, mankillers. The one that leads them is a she-wolf, a bitch from the seventh hell.",Arya_Stark,
Nymeria (direwolf),Nymeria_(direwolf),"They say the pack is led by a monstrous she-wolf, a stalking shadow grim and grey and huge. They will tell you that she has been known to bring aurochs down all by herself, that no trap nor snare can hold her, that she fears neither steel nor fire, slays any wolf that tries to mount her, and devours no other flesh but man.",Meribald,Hyle_Hunt
Nymeria (direwolf),Nymeria_(direwolf),"I dreamed I was a wolf again. She could remember the smells best of all: trees and earth, her pack brothers, the scents of horse and deer and man, each different from the others, and the sharp acrid tang of fear, always the same. Some nights the wolf dreams were so vivid that she could hear her brothers howling even as she woke, and once Brea had claimed that she was growling in her sleep as she thrashed beneath the covers. She thought that was some stupid lie till Talea said it too.",Arya_Stark,
Nymeria (direwolf),Nymeria_(direwolf),Could Ser Dermot_of_the_Rainwood direwolf be the same beast that had mauled Joffrey_Baratheon near the crossroads?,Jaime_Lannister,
Nymeria Sand,Nymeria_Sand,"You know the Fowler words? Let Me Soar! That is all I ask of you. Let me soar, Uncle.",Doran_Martell,
Nymeria Sand,Nymeria_Sand,"Nymeria: Obara_Sand would make Oldtown our father's funeral pyre, but I am not so greedy. Four lives will suffice for me. Lord Tywin_Lannister golden twins, as payment for Elia_Martell children. The old lion, for Elia herself. And last of all Tommen_Baratheon, for Oberyn_Martell.Doran: The boy has never wronged us.Nymeria: Only royal blood can wash out my father's murder.",Doran_Martell,
Nymeria Sand,Nymeria_Sand,"Ellaria: Where does it end?Nymeria: It ends in blood, as it began. It ends when Casterly Rock is cracked open, so the sun can shine on the maggots and the worms within. It ends with the utter ruin of Tywin_Lannister and all his works.Ellaria: The man died at the hand of Tyrion_Lannister. What more could you wish?Nymeria: I could wish that he died at my hand. If he had, his dying would not have been so easy.",Ellaria_Sand,
Nymeria Sand,Nymeria_Sand,"Doran: We need a voice in council, an ear at court. Be careful, though. King's Landing is a pit of snakes.Nymeria: Why, Uncle, I love snakes.",Doran_Martell,
Nymeria Sand,Nymeria_Sand,Nymeria was least dangerous when nearly naked. Elsewise she was sure to have a dozen blades concealed about her person.,Areo_Hotah,
Nymeria Sand,Nymeria_Sand,"Hotah studied each of them in turn. Obara_Sand, rusted nails and boiled leather, with her angry, close-set eyes and rat-brown hair. Nymeria, languid, elegant, olive-skinned, her long black braid bound up in red-gold wire. Tyene_Sand, blue-eyed and blond, a child-woman with her soft hands and little giggles.",Areo_Hotah,
Nymeria Sand,Nymeria_Sand,"The Lady Nym. But no lady, if even half of what Qyburn reports is true. A bastard daughter of the Red Viper, near as notorious as her father and intent on claiming the council seat that Prince Oberyn_Martell himself had occupied so briefly.",Kevan_Lannister,
Obara Sand,Obara_Sand,"Doran: Obara, look at the children, if it please you.Obara: It does not please me. I'd get more pleasure from driving my spear into Lord Tywin_Lannister belly. I'll make him sing 'The Rains of Castamere' as I pull his bowels out and look for gold.",Doran_Martell,
Obara Sand,Obara_Sand,"The day Oberyn_Martell came to claim me, Obara_Sand's_mother did not wish for me to go. 'She is a girl,' she said, 'and I do not think that she is yours. I had a thousand other men.' He tossed his spear at my feet and gave my mother the back of his hand across the face, so she began to weep. 'Girl or boy, we fight our battles,' he said, 'but the gods let us choose our weapons.' He pointed to the spear, then to my mother's tears, and I picked up the spear. 'I told you she was mine,' my father said, and took me. My mother drank herself to death within the year. They say that she was weeping as she died. Let me use the spear; I ask no more.",Doran_Martell,
Obara Sand,Obara_Sand,"Give me back my spear, Uncle. Cersei_Lannister sent us a head. We should send her back a bag of them.",Doran_Martell,
Obara Sand,Obara_Sand,"Obara Sand always walked too fast. She is chasing after something she can never catch, Doran_Martell had told Arianne_Martell once, in the captain's hearing.",Areo_Hotah,
Obara Sand,Obara_Sand,"Quick and strong as she was, the woman was no match for him, he knew ... but she did not, and he had no wish to see her blood upon the pale pink marble.",Areo_Hotah,
Obara Sand,Obara_Sand,"Doran: Obara would have me go to war.Nymeria: Yes, she wants to set the torch to Oldtown. She hates that city as much as Sarella_Sand loves it.",Doran_Martell,Nymeria_Sand
Obara Sand,Obara_Sand,"Hotah studied each of them in turn. Obara, rusted nails and boiled leather, with her angry, close-set eyes and rat-brown hair. Nymeria_Sand, languid, elegant, olive-skinned, her long black braid bound up in red-gold wire. Tyene_Sand, blue-eyed and blond, a child-woman with her soft hands and little giggles.",Areo_Hotah,
Obara Sand's mother,Obara_Sand's_mother,"The day Oberyn_Martell came to claim me, my mother did not wish for me to go. 'She is a girl,' she said, 'and I do not think that she is yours. I had a thousand other men.' He tossed his spear at my feet and gave my mother the back of his hand across the face, so she began to weep. 'Girl or boy, we fight our battles,' he said, 'but the gods let us choose our weapons.' He pointed to the spear, then to my mother's tears, and I picked up the spear. 'I told you she was mine,' my father said, and took me. My mother drank herself to death within the year. They say that she was weeping as she died.",Obara_Sand,Doran_Martell
Oberyn Martell,Oberyn_Martell,"Tyrion: Did you tire of your paramour on the road?Oberyn: Never. We share too much. We have never shared a beautiful blonde woman, however, and Ellaria_Sand is curious. Do you know of Cersei_Lannister?",Tyrion_Lannister,
Oberyn Martell,Oberyn_Martell,Ellaria: You're going to fight Gregor_Clegane?Oberyn: I'm going to kill that.,Ellaria_Sand,
Oberyn Martell,Oberyn_Martell,"Elia_Martell, Princess of Dorne, you raped her. You murdered her. You killed her children.",Gregor_Clegane,
Oberyn Martell,Oberyn_Martell,"If you die before you say Elia_Martell, I will hunt you through all seven hells.",Gregor_Clegane,
Oberyn Martell,Oberyn_Martell,Oberyn has always been half-mad.,Tywin_Lannister,Tyrion_Lannister
Oberyn Martell,Oberyn_Martell,"The man's infamous, and not just for poisoning his sword. He has more bastards than Robert_I_Baratheon, and beds with boys as well.",Jaime_Lannister,Tywin_Lannister
Oberyn Martell,Oberyn_Martell,He knew the man only by reputation ... but the reputation was fearsome.,Tyrion_Lannister,
Oberyn Martell,Oberyn_Martell,"Oberyn was ever the viper. Deadly, dangerous, unpredictable. No man dared tread on him.",Doran_Martell,
Old Pate,Old_Pate,"Are you Old Pate's daughter, then? A sister? A wife? Tell me no lies, Squab. I buried Old Pate myself, right there under that willow where you were hiding, and you don't have his look.",Tom_of_Sevenstreams,Arya_Stark
Olenna Redwyne,Olenna_Redwyne,"All men are fools, if truth be told, but the ones in motley are more amusing than ones with crowns.",Sansa_Stark,
Olenna Redwyne,Olenna_Redwyne,"There is entirely too much tut-tutting in this realm, if you ask me. All these kings would do a deal better if they put down their swords and listened to their mothers.",Sansa_Stark,
Olenna Redwyne,Olenna_Redwyne,"Hush, Alerie, don't take that tone with me. And don't call me Mother. If I'd given birth to you, I'm sure I'd remember. I'm only to blame for your husband, the Mace_Tyrell.",Alerie_Hightower,
Olenna Redwyne,Olenna_Redwyne,"Night falls for all of us in the end, and too soon for some. You would know that more than most, poor child. You've had your share of grief, I know. We are sorry for your losses.",Sansa_Stark,
Olenna Redwyne,Olenna_Redwyne,"Sansa: The Queen of Thorns, she's called. Isn't that right? Loras: It is. You'd best not use that name in her presence, though, or you're like to get pricked.",Loras_Tyrell,Sansa_Stark
Olenna Redwyne,Olenna_Redwyne,"Why, she's just the littlest bit of a thing. There was nothing the least bit thorny about her.",Sansa_Stark,
Olenna Redwyne,Olenna_Redwyne,Tyrion was beginning to wonder whether Lord Luthor_Tyrell had ridden off that cliff intentionally.,Tyrion_Lannister,
Olenna Redwyne,Olenna_Redwyne,"The old woman is not boring, though, I'll grant her that. A fearsome old harridan, and not near as frail as she pretends.",Petyr_Baelish,Sansa_Stark
